,ID,num_facts,model,dataset,note_type,prompt
112,112,8,gemini,medalign,nursing_note,PROMPT1
113,113,3,gemini,medalign,nursing_note,PROMPT1
114,114,5,gemini,medalign,nursing_note,PROMPT1
115,115,11,gemini,medalign,nursing_note,PROMPT1
116,116,8,gemini,medalign,nursing_note,PROMPT1
117,117,15,gemini,medalign,nursing_note,PROMPT1
118,118,7,gemini,medalign,nursing_note,PROMPT1
119,119,4,gemini,medalign,nursing_note,PROMPT1
120,120,10,gemini,medalign,nursing_note,PROMPT1
121,121,2,gemini,medalign,nursing_note,PROMPT1
122,122,2,gemini,medalign,nursing_note,PROMPT1
123,123,4,gemini,medalign,nursing_note,PROMPT1
124,124,6,gemini,medalign,nursing_note,PROMPT1
125,125,11,gemini,medalign,nursing_note,PROMPT1
126,126,3,gemini,medalign,nursing_note,PROMPT1
127,127,7,gemini,medalign,nursing_note,PROMPT1
128,128,5,gemini,medalign,nursing_note,PROMPT1
129,129,26,gemini,medalign,nursing_note,PROMPT1
130,130,6,gemini,medalign,nursing_note,PROMPT1
131,131,4,gemini,medalign,nursing_note,PROMPT1
132,132,6,gemini,medalign,nursing_note,PROMPT1
133,133,15,gemini,medalign,nursing_note,PROMPT1
134,134,6,gemini,medalign,nursing_note,PROMPT1
135,135,9,gemini,medalign,nursing_note,PROMPT1
136,136,35,gemini,medalign,nursing_note,PROMPT1
137,137,15,gemini,medalign,nursing_note,PROMPT1
138,138,3,gemini,medalign,nursing_note,PROMPT1
139,139,5,gemini,medalign,nursing_note,PROMPT1
140,140,6,gemini,medalign,nursing_note,PROMPT1
141,141,7,gemini,medalign,nursing_note,PROMPT1
142,142,4,gemini,medalign,nursing_note,PROMPT1
143,143,2,gemini,medalign,nursing_note,PROMPT1
144,144,4,gemini,medalign,nursing_note,PROMPT1
145,145,5,gemini,medalign,nursing_note,PROMPT1
146,146,7,gemini,medalign,nursing_note,PROMPT1
147,147,8,gemini,medalign,nursing_note,PROMPT1
148,148,9,gemini,medalign,nursing_note,PROMPT1
149,149,4,gemini,medalign,nursing_note,PROMPT1
150,150,4,gemini,medalign,nursing_note,PROMPT1
151,151,16,gemini,medalign,nursing_note,PROMPT1
152,152,5,gemini,medalign,nursing_note,PROMPT1
153,153,15,gemini,medalign,nursing_note,PROMPT1
154,154,4,gemini,medalign,nursing_note,PROMPT1
155,155,25,gemini,medalign,nursing_note,PROMPT1
156,156,5,gemini,medalign,nursing_note,PROMPT1
157,157,5,gemini,medalign,nursing_note,PROMPT1
158,158,6,gemini,medalign,nursing_note,PROMPT1
159,159,7,gemini,medalign,nursing_note,PROMPT1
160,160,5,gemini,medalign,nursing_note,PROMPT1
161,161,6,gemini,medalign,nursing_note,PROMPT1
162,162,13,gemini,medalign,nursing_note,PROMPT1
163,163,6,gemini,medalign,nursing_note,PROMPT1
164,164,7,gemini,medalign,nursing_note,PROMPT1
165,165,7,gemini,medalign,nursing_note,PROMPT1
166,166,10,gemini,medalign,nursing_note,PROMPT1
167,167,12,gemini,medalign,nursing_note,PROMPT1
168,168,5,gemini,medalign,nursing_note,PROMPT1
169,169,15,gemini,medalign,nursing_note,PROMPT1
170,170,6,gemini,medalign,nursing_note,PROMPT1
171,171,9,gemini,medalign,nursing_note,PROMPT1
172,172,15,gemini,medalign,nursing_note,PROMPT1
173,173,10,gemini,medalign,nursing_note,PROMPT1
174,174,5,gemini,medalign,nursing_note,PROMPT1
175,175,3,gemini,medalign,nursing_note,PROMPT1
176,176,12,gemini,medalign,nursing_note,PROMPT1
177,177,12,gemini,medalign,nursing_note,PROMPT1
178,178,11,gemini,medalign,nursing_note,PROMPT1
179,179,8,gemini,medalign,nursing_note,PROMPT1
180,180,10,gemini,medalign,nursing_note,PROMPT1
181,181,7,gemini,medalign,nursing_note,PROMPT1
182,182,4,gemini,medalign,nursing_note,PROMPT1
183,183,7,gemini,medalign,nursing_note,PROMPT1
184,184,15,gemini,medalign,nursing_note,PROMPT1
185,185,7,gemini,medalign,nursing_note,PROMPT1
186,186,4,gemini,medalign,nursing_note,PROMPT1
187,187,6,gemini,medalign,nursing_note,PROMPT1
188,188,3,gemini,medalign,nursing_note,PROMPT1
189,189,21,gemini,medalign,nursing_note,PROMPT1
190,190,5,gemini,medalign,nursing_note,PROMPT1
191,191,12,gemini,medalign,nursing_note,PROMPT1
192,192,4,gemini,medalign,nursing_note,PROMPT1
193,193,7,gemini,medalign,nursing_note,PROMPT1
194,194,5,gemini,medalign,nursing_note,PROMPT1
195,195,19,gemini,medalign,nursing_note,PROMPT1
196,196,5,gemini,medalign,nursing_note,PROMPT1
197,197,4,gemini,medalign,nursing_note,PROMPT1
198,198,14,gemini,medalign,nursing_note,PROMPT1
199,199,16,gemini,medalign,nursing_note,PROMPT1
200,200,4,gemini,medalign,nursing_note,PROMPT1
201,201,5,gemini,medalign,nursing_note,PROMPT1
202,202,5,gemini,medalign,nursing_note,PROMPT1
203,203,7,gemini,medalign,nursing_note,PROMPT1
204,204,20,gemini,medalign,nursing_note,PROMPT1
205,205,18,gemini,medalign,nursing_note,PROMPT1
206,206,6,gemini,medalign,nursing_note,PROMPT1
207,207,8,gemini,medalign,nursing_note,PROMPT1
208,208,17,gemini,medalign,nursing_note,PROMPT1
209,209,4,gemini,medalign,nursing_note,PROMPT1
210,210,5,gemini,medalign,nursing_note,PROMPT1
211,211,5,gemini,medalign,nursing_note,PROMPT1
212,212,7,gemini,medalign,nursing_note,PROMPT1
213,213,12,gemini,medalign,nursing_note,PROMPT1
214,214,4,gemini,medalign,nursing_note,PROMPT1
215,215,4,gemini,medalign,nursing_note,PROMPT1
216,216,5,gemini,medalign,nursing_note,PROMPT1
217,217,14,gemini,medalign,nursing_note,PROMPT1
218,218,15,gemini,medalign,nursing_note,PROMPT1
219,219,5,gemini,medalign,nursing_note,PROMPT1
220,220,10,gemini,medalign,nursing_note,PROMPT1
221,221,27,gemini,medalign,nursing_note,PROMPT1
222,222,7,gemini,medalign,nursing_note,PROMPT1
223,223,3,gemini,medalign,nursing_note,PROMPT1
224,224,11,gemini,medalign,nursing_note,PROMPT1
225,225,7,gemini,medalign,nursing_note,PROMPT1
226,226,11,gemini,medalign,nursing_note,PROMPT1
227,227,6,gemini,medalign,nursing_note,PROMPT1
228,228,34,gemini,medalign,nursing_note,PROMPT1
229,229,11,gemini,medalign,nursing_note,PROMPT1
230,230,4,gemini,medalign,nursing_note,PROMPT1
231,231,14,gemini,medalign,nursing_note,PROMPT1
232,232,9,gemini,medalign,nursing_note,PROMPT1
233,233,5,gemini,medalign,nursing_note,PROMPT1
234,234,5,gemini,medalign,nursing_note,PROMPT1
235,235,9,gemini,medalign,nursing_note,PROMPT1
236,236,13,gemini,medalign,nursing_note,PROMPT1
237,237,10,gemini,medalign,nursing_note,PROMPT1
238,238,8,gemini,medalign,nursing_note,PROMPT1
239,239,8,gemini,medalign,nursing_note,PROMPT1
240,240,11,gemini,medalign,nursing_note,PROMPT1
241,241,7,gemini,medalign,nursing_note,PROMPT1
242,242,12,gemini,medalign,nursing_note,PROMPT1
243,243,21,gemini,medalign,nursing_note,PROMPT1
244,244,4,gemini,medalign,nursing_note,PROMPT1
245,245,4,gemini,medalign,nursing_note,PROMPT1
246,246,4,gemini,medalign,nursing_note,PROMPT1
247,247,7,gemini,medalign,nursing_note,PROMPT1
248,248,4,gemini,medalign,nursing_note,PROMPT1
249,249,10,gemini,medalign,nursing_note,PROMPT1
0,0,36,gemini,medalign,discharge_summary,PROMPT1_ICL
1,1,54,gemini,medalign,discharge_summary,PROMPT1_ICL
2,2,28,gemini,medalign,discharge_summary,PROMPT1_ICL
3,3,82,gemini,medalign,discharge_summary,PROMPT1_ICL
4,4,67,gemini,medalign,discharge_summary,PROMPT1_ICL
5,5,44,gemini,medalign,discharge_summary,PROMPT1_ICL
6,6,49,gemini,medalign,discharge_summary,PROMPT1_ICL
7,7,100,gemini,medalign,discharge_summary,PROMPT1_ICL
8,8,109,gemini,medalign,discharge_summary,PROMPT1_ICL
9,9,55,gemini,medalign,discharge_summary,PROMPT1_ICL
10,10,60,gemini,medalign,discharge_summary,PROMPT1_ICL
11,11,97,gemini,medalign,discharge_summary,PROMPT1_ICL
12,12,3,gemini,medalign,discharge_summary,PROMPT1_ICL
13,13,55,gemini,medalign,discharge_summary,PROMPT1_ICL
14,14,72,gemini,medalign,discharge_summary,PROMPT1_ICL
15,15,60,gemini,medalign,discharge_summary,PROMPT1_ICL
16,16,81,gemini,medalign,discharge_summary,PROMPT1_ICL
17,17,59,gemini,medalign,discharge_summary,PROMPT1_ICL
18,18,20,gemini,medalign,discharge_summary,PROMPT1_ICL
19,19,16,gemini,medalign,discharge_summary,PROMPT1_ICL
20,20,82,gemini,medalign,discharge_summary,PROMPT1_ICL
21,21,25,gemini,medalign,discharge_summary,PROMPT1_ICL
22,22,200,gemini,medalign,discharge_summary,PROMPT1_ICL
23,23,62,gemini,medalign,discharge_summary,PROMPT1_ICL
24,24,57,gemini,medalign,discharge_summary,PROMPT1_ICL
25,25,34,gemini,medalign,discharge_summary,PROMPT1_ICL
26,26,44,gemini,medalign,discharge_summary,PROMPT1_ICL
27,27,53,gemini,medalign,discharge_summary,PROMPT1_ICL
28,28,75,gemini,medalign,discharge_summary,PROMPT1_ICL
29,29,17,gemini,medalign,discharge_summary,PROMPT1_ICL
30,30,36,gemini,medalign,discharge_summary,PROMPT1_ICL
31,31,57,gemini,medalign,discharge_summary,PROMPT1_ICL
32,32,47,gemini,medalign,discharge_summary,PROMPT1_ICL
33,33,159,gemini,medalign,discharge_summary,PROMPT1_ICL
34,34,120,gemini,medalign,discharge_summary,PROMPT1_ICL
35,35,64,gemini,medalign,discharge_summary,PROMPT1_ICL
36,36,52,gemini,medalign,discharge_summary,PROMPT1_ICL
37,37,132,gemini,medalign,discharge_summary,PROMPT1_ICL
38,38,104,gemini,medalign,discharge_summary,PROMPT1_ICL
39,39,44,gemini,medalign,discharge_summary,PROMPT1_ICL
40,40,44,gemini,medalign,discharge_summary,PROMPT1_ICL
41,41,50,gemini,medalign,discharge_summary,PROMPT1_ICL
42,42,124,gemini,medalign,discharge_summary,PROMPT1_ICL
43,43,120,gemini,medalign,discharge_summary,PROMPT1_ICL
44,44,28,gemini,medalign,discharge_summary,PROMPT1_ICL
45,45,114,gemini,medalign,discharge_summary,PROMPT1_ICL
46,46,105,gemini,medalign,discharge_summary,PROMPT1_ICL
47,47,34,gemini,medalign,discharge_summary,PROMPT1_ICL
48,48,48,gemini,medalign,discharge_summary,PROMPT1_ICL
49,49,132,gemini,medalign,discharge_summary,PROMPT1_ICL
50,50,22,gemini,medalign,discharge_summary,PROMPT1_ICL
51,51,140,gemini,medalign,discharge_summary,PROMPT1_ICL
52,52,94,gemini,medalign,discharge_summary,PROMPT1_ICL
53,53,10,gemini,medalign,discharge_summary,PROMPT1_ICL
54,54,133,gemini,medalign,discharge_summary,PROMPT1_ICL
55,55,50,gemini,medalign,discharge_summary,PROMPT1_ICL
56,56,63,gemini,medalign,discharge_summary,PROMPT1_ICL
57,57,39,gemini,medalign,discharge_summary,PROMPT1_ICL
58,58,133,gemini,medalign,discharge_summary,PROMPT1_ICL
59,59,47,gemini,medalign,discharge_summary,PROMPT1_ICL
60,60,36,gemini,medalign,discharge_summary,PROMPT1_ICL
61,61,80,gemini,medalign,discharge_summary,PROMPT1_ICL
62,62,33,gemini,medalign,discharge_summary,PROMPT1_ICL
63,63,122,gemini,medalign,discharge_summary,PROMPT1_ICL
64,64,134,gemini,medalign,discharge_summary,PROMPT1_ICL
65,65,62,gemini,medalign,discharge_summary,PROMPT1_ICL
66,66,26,gemini,medalign,discharge_summary,PROMPT1_ICL
67,67,56,gemini,medalign,discharge_summary,PROMPT1_ICL
68,68,51,gemini,medalign,discharge_summary,PROMPT1_ICL
69,69,104,gemini,medalign,discharge_summary,PROMPT1_ICL
70,70,28,gemini,medalign,discharge_summary,PROMPT1_ICL
71,71,97,gemini,medalign,discharge_summary,PROMPT1_ICL
72,72,134,gemini,medalign,discharge_summary,PROMPT1_ICL
73,73,60,gemini,medalign,discharge_summary,PROMPT1_ICL
74,74,45,gemini,medalign,discharge_summary,PROMPT1_ICL
75,75,50,gemini,medalign,discharge_summary,PROMPT1_ICL
76,76,50,gemini,medalign,discharge_summary,PROMPT1_ICL
77,77,47,gemini,medalign,discharge_summary,PROMPT1_ICL
78,78,63,gemini,medalign,discharge_summary,PROMPT1_ICL
79,79,42,gemini,medalign,discharge_summary,PROMPT1_ICL
80,80,90,gemini,medalign,discharge_summary,PROMPT1_ICL
81,81,122,gemini,medalign,discharge_summary,PROMPT1_ICL
82,82,15,gemini,medalign,discharge_summary,PROMPT1_ICL
83,83,77,gemini,medalign,discharge_summary,PROMPT1_ICL
84,84,148,gemini,medalign,discharge_summary,PROMPT1_ICL
85,85,48,gemini,medalign,discharge_summary,PROMPT1_ICL
86,86,61,gemini,medalign,discharge_summary,PROMPT1_ICL
87,87,100,gemini,medalign,discharge_summary,PROMPT1_ICL
88,88,68,gemini,medalign,discharge_summary,PROMPT1_ICL
89,89,50,gemini,medalign,discharge_summary,PROMPT1_ICL
90,90,56,gemini,medalign,discharge_summary,PROMPT1_ICL
91,91,21,gemini,medalign,discharge_summary,PROMPT1_ICL
92,92,56,gemini,medalign,discharge_summary,PROMPT1_ICL
93,93,11,gemini,medalign,discharge_summary,PROMPT1_ICL
94,94,69,gemini,medalign,discharge_summary,PROMPT1_ICL
95,95,28,gemini,medalign,discharge_summary,PROMPT1_ICL
96,96,59,gemini,medalign,discharge_summary,PROMPT1_ICL
97,97,41,gemini,medalign,discharge_summary,PROMPT1_ICL
98,98,64,gemini,medalign,discharge_summary,PROMPT1_ICL
99,99,51,gemini,medalign,discharge_summary,PROMPT1_ICL
100,100,25,gemini,medalign,discharge_summary,PROMPT1_ICL
101,101,31,gemini,medalign,discharge_summary,PROMPT1_ICL
102,102,40,gemini,medalign,discharge_summary,PROMPT1_ICL
103,103,124,gemini,medalign,discharge_summary,PROMPT1_ICL
104,104,100,gemini,medalign,discharge_summary,PROMPT1_ICL
105,105,34,gemini,medalign,discharge_summary,PROMPT1_ICL
106,106,25,gemini,medalign,discharge_summary,PROMPT1_ICL
107,107,30,gemini,medalign,discharge_summary,PROMPT1_ICL
108,108,71,gemini,medalign,discharge_summary,PROMPT1_ICL
109,109,25,gemini,medalign,discharge_summary,PROMPT1_ICL
110,110,52,gemini,medalign,discharge_summary,PROMPT1_ICL
111,111,11,gemini,medalign,discharge_summary,PROMPT1_ICL
112,112,12,gemini,medalign,discharge_summary,PROMPT1_ICL
113,113,40,gemini,medalign,discharge_summary,PROMPT1_ICL
114,114,64,gemini,medalign,discharge_summary,PROMPT1_ICL
115,115,63,gemini,medalign,discharge_summary,PROMPT1_ICL
116,116,46,gemini,medalign,discharge_summary,PROMPT1_ICL
117,117,97,gemini,medalign,discharge_summary,PROMPT1_ICL
118,118,41,gemini,medalign,discharge_summary,PROMPT1_ICL
119,119,163,gemini,medalign,discharge_summary,PROMPT1_ICL
120,120,22,gemini,medalign,discharge_summary,PROMPT1_ICL
121,121,37,gemini,medalign,discharge_summary,PROMPT1_ICL
122,122,22,gemini,medalign,discharge_summary,PROMPT1_ICL
123,123,81,gemini,medalign,discharge_summary,PROMPT1_ICL
124,124,26,gemini,medalign,discharge_summary,PROMPT1_ICL
125,125,46,gemini,medalign,discharge_summary,PROMPT1_ICL
126,126,115,gemini,medalign,discharge_summary,PROMPT1_ICL
127,127,48,gemini,medalign,discharge_summary,PROMPT1_ICL
128,128,39,gemini,medalign,discharge_summary,PROMPT1_ICL
129,129,48,gemini,medalign,discharge_summary,PROMPT1_ICL
130,130,1,gemini,medalign,discharge_summary,PROMPT1_ICL
131,131,2,gemini,medalign,discharge_summary,PROMPT1_ICL
132,132,115,gemini,medalign,discharge_summary,PROMPT1_ICL
133,133,96,gemini,medalign,discharge_summary,PROMPT1_ICL
134,134,63,gemini,medalign,discharge_summary,PROMPT1_ICL
135,135,95,gemini,medalign,discharge_summary,PROMPT1_ICL
136,136,82,gemini,medalign,discharge_summary,PROMPT1_ICL
137,137,51,gemini,medalign,discharge_summary,PROMPT1_ICL
138,138,68,gemini,medalign,discharge_summary,PROMPT1_ICL
139,139,79,gemini,medalign,discharge_summary,PROMPT1_ICL
140,140,52,gemini,medalign,discharge_summary,PROMPT1_ICL
141,141,38,gemini,medalign,discharge_summary,PROMPT1_ICL
142,142,28,gemini,medalign,discharge_summary,PROMPT1_ICL
143,143,120,gemini,medalign,discharge_summary,PROMPT1_ICL
144,144,53,gemini,medalign,discharge_summary,PROMPT1_ICL
145,145,89,gemini,medalign,discharge_summary,PROMPT1_ICL
146,146,49,gemini,medalign,discharge_summary,PROMPT1_ICL
147,147,36,gemini,medalign,discharge_summary,PROMPT1_ICL
148,148,37,gemini,medalign,discharge_summary,PROMPT1_ICL
149,149,84,gemini,medalign,discharge_summary,PROMPT1_ICL
150,150,29,gemini,medalign,discharge_summary,PROMPT1_ICL
151,151,24,gemini,medalign,discharge_summary,PROMPT1_ICL
152,152,56,gemini,medalign,discharge_summary,PROMPT1_ICL
153,153,76,gemini,medalign,discharge_summary,PROMPT1_ICL
154,154,116,gemini,medalign,discharge_summary,PROMPT1_ICL
155,155,40,gemini,medalign,discharge_summary,PROMPT1_ICL
156,156,81,gemini,medalign,discharge_summary,PROMPT1_ICL
157,157,41,gemini,medalign,discharge_summary,PROMPT1_ICL
158,158,166,gemini,medalign,discharge_summary,PROMPT1_ICL
159,159,7,gemini,medalign,discharge_summary,PROMPT1_ICL
160,160,274,gemini,medalign,discharge_summary,PROMPT1_ICL
161,161,28,gemini,medalign,discharge_summary,PROMPT1_ICL
162,162,31,gemini,medalign,discharge_summary,PROMPT1_ICL
163,163,50,gemini,medalign,discharge_summary,PROMPT1_ICL
164,164,44,gemini,medalign,discharge_summary,PROMPT1_ICL
165,165,60,gemini,medalign,discharge_summary,PROMPT1_ICL
166,166,53,gemini,medalign,discharge_summary,PROMPT1_ICL
167,167,102,gemini,medalign,discharge_summary,PROMPT1_ICL
168,168,69,gemini,medalign,discharge_summary,PROMPT1_ICL
169,169,13,gemini,medalign,discharge_summary,PROMPT1_ICL
170,170,42,gemini,medalign,discharge_summary,PROMPT1_ICL
171,171,58,gemini,medalign,discharge_summary,PROMPT1_ICL
172,172,57,gemini,medalign,discharge_summary,PROMPT1_ICL
173,173,28,gemini,medalign,discharge_summary,PROMPT1_ICL
174,174,30,gemini,medalign,discharge_summary,PROMPT1_ICL
175,175,89,gemini,medalign,discharge_summary,PROMPT1_ICL
176,176,86,gemini,medalign,discharge_summary,PROMPT1_ICL
177,177,54,gemini,medalign,discharge_summary,PROMPT1_ICL
178,178,38,gemini,medalign,discharge_summary,PROMPT1_ICL
179,179,52,gemini,medalign,discharge_summary,PROMPT1_ICL
180,180,215,gemini,medalign,discharge_summary,PROMPT1_ICL
181,181,146,gemini,medalign,discharge_summary,PROMPT1_ICL
182,182,41,gemini,medalign,discharge_summary,PROMPT1_ICL
183,183,98,gemini,medalign,discharge_summary,PROMPT1_ICL
184,184,119,gemini,medalign,discharge_summary,PROMPT1_ICL
185,185,89,gemini,medalign,discharge_summary,PROMPT1_ICL
186,186,75,gemini,medalign,discharge_summary,PROMPT1_ICL
187,187,190,gemini,medalign,discharge_summary,PROMPT1_ICL
188,188,1,gemini,medalign,discharge_summary,PROMPT1_ICL
189,189,115,gemini,medalign,discharge_summary,PROMPT1_ICL
190,190,8,gemini,medalign,discharge_summary,PROMPT1_ICL
191,191,38,gemini,medalign,discharge_summary,PROMPT1_ICL
192,192,29,gemini,medalign,discharge_summary,PROMPT1_ICL
193,193,47,gemini,medalign,discharge_summary,PROMPT1_ICL
194,194,45,gemini,medalign,discharge_summary,PROMPT1_ICL
195,195,65,gemini,medalign,discharge_summary,PROMPT1_ICL
196,196,57,gemini,medalign,discharge_summary,PROMPT1_ICL
197,197,33,gemini,medalign,discharge_summary,PROMPT1_ICL
198,198,46,gemini,medalign,discharge_summary,PROMPT1_ICL
199,199,7,gemini,medalign,discharge_summary,PROMPT1_ICL
200,200,65,gemini,medalign,discharge_summary,PROMPT1_ICL
201,201,119,gemini,medalign,discharge_summary,PROMPT1_ICL
202,202,74,gemini,medalign,discharge_summary,PROMPT1_ICL
203,203,145,gemini,medalign,discharge_summary,PROMPT1_ICL
204,204,173,gemini,medalign,discharge_summary,PROMPT1_ICL
205,205,50,gemini,medalign,discharge_summary,PROMPT1_ICL
206,206,38,gemini,medalign,discharge_summary,PROMPT1_ICL
207,207,104,gemini,medalign,discharge_summary,PROMPT1_ICL
208,208,45,gemini,medalign,discharge_summary,PROMPT1_ICL
209,209,65,gemini,medalign,discharge_summary,PROMPT1_ICL
210,210,50,gemini,medalign,discharge_summary,PROMPT1_ICL
211,211,33,gemini,medalign,discharge_summary,PROMPT1_ICL
212,212,95,gemini,medalign,discharge_summary,PROMPT1_ICL
213,213,26,gemini,medalign,discharge_summary,PROMPT1_ICL
214,214,224,gemini,medalign,discharge_summary,PROMPT1_ICL
215,215,58,gemini,medalign,discharge_summary,PROMPT1_ICL
216,216,55,gemini,medalign,discharge_summary,PROMPT1_ICL
217,217,75,gemini,medalign,discharge_summary,PROMPT1_ICL
218,218,79,gemini,medalign,discharge_summary,PROMPT1_ICL
219,219,67,gemini,medalign,discharge_summary,PROMPT1_ICL
220,220,128,gemini,medalign,discharge_summary,PROMPT1_ICL
221,221,48,gemini,medalign,discharge_summary,PROMPT1_ICL
222,222,53,gemini,medalign,discharge_summary,PROMPT1_ICL
223,223,81,gemini,medalign,discharge_summary,PROMPT1_ICL
224,224,50,gemini,medalign,discharge_summary,PROMPT1_ICL
225,225,79,gemini,medalign,discharge_summary,PROMPT1_ICL
226,226,149,gemini,medalign,discharge_summary,PROMPT1_ICL
227,227,27,gemini,medalign,discharge_summary,PROMPT1_ICL
228,228,61,gemini,medalign,discharge_summary,PROMPT1_ICL
229,229,61,gemini,medalign,discharge_summary,PROMPT1_ICL
230,230,51,gemini,medalign,discharge_summary,PROMPT1_ICL
231,231,67,gemini,medalign,discharge_summary,PROMPT1_ICL
232,232,82,gemini,medalign,discharge_summary,PROMPT1_ICL
233,233,12,gemini,medalign,discharge_summary,PROMPT1_ICL
234,234,296,gemini,medalign,discharge_summary,PROMPT1_ICL
235,235,37,gemini,medalign,discharge_summary,PROMPT1_ICL
236,236,136,gemini,medalign,discharge_summary,PROMPT1_ICL
237,237,49,gemini,medalign,discharge_summary,PROMPT1_ICL
238,238,30,gemini,medalign,discharge_summary,PROMPT1_ICL
239,239,69,gemini,medalign,discharge_summary,PROMPT1_ICL
240,240,103,gemini,medalign,discharge_summary,PROMPT1_ICL
241,241,55,gemini,medalign,discharge_summary,PROMPT1_ICL
242,242,1,gemini,medalign,discharge_summary,PROMPT1_ICL
243,243,64,gemini,medalign,discharge_summary,PROMPT1_ICL
244,244,26,gemini,medalign,discharge_summary,PROMPT1_ICL
245,245,91,gemini,medalign,discharge_summary,PROMPT1_ICL
246,246,79,gemini,medalign,discharge_summary,PROMPT1_ICL
247,247,65,gemini,medalign,discharge_summary,PROMPT1_ICL
248,248,44,gemini,medalign,discharge_summary,PROMPT1_ICL
249,249,70,gemini,medalign,discharge_summary,PROMPT1_ICL
0,0,30,gemini,medalign,discharge_summary,PROMPT2
1,1,96,gemini,medalign,discharge_summary,PROMPT2
2,2,74,gemini,medalign,discharge_summary,PROMPT2
3,3,97,gemini,medalign,discharge_summary,PROMPT2
4,4,53,gemini,medalign,discharge_summary,PROMPT2
5,5,56,gemini,medalign,discharge_summary,PROMPT2
6,6,66,gemini,medalign,discharge_summary,PROMPT2
7,7,97,gemini,medalign,discharge_summary,PROMPT2
8,8,123,gemini,medalign,discharge_summary,PROMPT2
9,9,43,gemini,medalign,discharge_summary,PROMPT2
10,10,37,gemini,medalign,discharge_summary,PROMPT2
11,11,83,gemini,medalign,discharge_summary,PROMPT2
12,12,4,gemini,medalign,discharge_summary,PROMPT2
13,13,35,gemini,medalign,discharge_summary,PROMPT2
14,14,61,gemini,medalign,discharge_summary,PROMPT2
15,15,68,gemini,medalign,discharge_summary,PROMPT2
16,16,78,gemini,medalign,discharge_summary,PROMPT2
17,17,48,gemini,medalign,discharge_summary,PROMPT2
18,18,15,gemini,medalign,discharge_summary,PROMPT2
19,19,15,gemini,medalign,discharge_summary,PROMPT2
20,20,83,gemini,medalign,discharge_summary,PROMPT2
21,21,61,gemini,medalign,discharge_summary,PROMPT2
22,22,168,gemini,medalign,discharge_summary,PROMPT2
23,23,55,gemini,medalign,discharge_summary,PROMPT2
24,24,176,gemini,medalign,discharge_summary,PROMPT2
25,25,28,gemini,medalign,discharge_summary,PROMPT2
26,26,40,gemini,medalign,discharge_summary,PROMPT2
27,27,59,gemini,medalign,discharge_summary,PROMPT2
28,28,45,gemini,medalign,discharge_summary,PROMPT2
29,29,41,gemini,medalign,discharge_summary,PROMPT2
30,30,50,gemini,medalign,discharge_summary,PROMPT2
31,31,64,gemini,medalign,discharge_summary,PROMPT2
32,32,57,gemini,medalign,discharge_summary,PROMPT2
33,33,46,gemini,medalign,discharge_summary,PROMPT2
34,34,82,gemini,medalign,discharge_summary,PROMPT2
35,35,72,gemini,medalign,discharge_summary,PROMPT2
36,36,56,gemini,medalign,discharge_summary,PROMPT2
37,37,65,gemini,medalign,discharge_summary,PROMPT2
38,38,73,gemini,medalign,discharge_summary,PROMPT2
39,39,49,gemini,medalign,discharge_summary,PROMPT2
40,40,105,gemini,medalign,discharge_summary,PROMPT2
41,41,32,gemini,medalign,discharge_summary,PROMPT2
42,42,61,gemini,medalign,discharge_summary,PROMPT2
43,43,111,gemini,medalign,discharge_summary,PROMPT2
44,44,94,gemini,medalign,discharge_summary,PROMPT2
45,45,65,gemini,medalign,discharge_summary,PROMPT2
46,46,90,gemini,medalign,discharge_summary,PROMPT2
47,47,38,gemini,medalign,discharge_summary,PROMPT2
48,48,41,gemini,medalign,discharge_summary,PROMPT2
49,49,81,gemini,medalign,discharge_summary,PROMPT2
50,50,53,gemini,medalign,discharge_summary,PROMPT2
51,51,149,gemini,medalign,discharge_summary,PROMPT2
52,52,152,gemini,medalign,discharge_summary,PROMPT2
53,53,9,gemini,medalign,discharge_summary,PROMPT2
54,54,120,gemini,medalign,discharge_summary,PROMPT2
55,55,40,gemini,medalign,discharge_summary,PROMPT2
56,56,57,gemini,medalign,discharge_summary,PROMPT2
57,57,36,gemini,medalign,discharge_summary,PROMPT2
58,58,95,gemini,medalign,discharge_summary,PROMPT2
59,59,80,gemini,medalign,discharge_summary,PROMPT2
60,60,35,gemini,medalign,discharge_summary,PROMPT2
61,61,40,gemini,medalign,discharge_summary,PROMPT2
62,62,66,gemini,medalign,discharge_summary,PROMPT2
63,63,63,gemini,medalign,discharge_summary,PROMPT2
64,64,225,gemini,medalign,discharge_summary,PROMPT2
65,65,92,gemini,medalign,discharge_summary,PROMPT2
66,66,39,gemini,medalign,discharge_summary,PROMPT2
67,67,56,gemini,medalign,discharge_summary,PROMPT2
68,68,40,gemini,medalign,discharge_summary,PROMPT2
69,69,92,gemini,medalign,discharge_summary,PROMPT2
70,70,70,gemini,medalign,discharge_summary,PROMPT2
71,71,171,gemini,medalign,discharge_summary,PROMPT2
72,72,173,gemini,medalign,discharge_summary,PROMPT2
73,73,1,gemini,medalign,discharge_summary,PROMPT2
74,74,62,gemini,medalign,discharge_summary,PROMPT2
75,75,85,gemini,medalign,discharge_summary,PROMPT2
76,76,51,gemini,medalign,discharge_summary,PROMPT2
77,77,42,gemini,medalign,discharge_summary,PROMPT2
78,78,62,gemini,medalign,discharge_summary,PROMPT2
79,79,57,gemini,medalign,discharge_summary,PROMPT2
